Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Product_Supermarket_Sales
DRE49,CHUKWUDI045,DRE49_CHUKWUDI045,20.75,Low Fat,0.021293097,Soft Drinks,379.76,2009,,Cluster 2,Supermarket Type1,6831.11
FDE58,CHUKWUDI017,FDE58_CHUKWUDI017,18.5,Ultra Low fat,0.0,Snack Foods,299.53,2014,,Cluster 2,Supermarket Type1,10073.55
NCM06,CHUKWUDI017,NCM06_CHUKWUDI017,7.475,Low Fat,0.076156245,Household,391.16,2014,,Cluster 2,Supermarket Type1,5020.13
FDG05,CHUKWUDI027,FDG05_CHUKWUDI027,,Normal Fat,0.08742173800000001,Frozen Foods,386.16,1992,Medium,Cluster 3,Supermarket Type3,7431.99
FDY15,CHUKWUDI027,FDY15_CHUKWUDI027,,Normal Fat,0.170000805,Dairy,389.91,1992,Medium,Cluster 3,Supermarket Type3,11343.57
FDV26,CHUKWUDI049,FDV26_CHUKWUDI049,20.25,Normal Fat,0.0,Dairy,485.7,2006,Medium,Cluster 1,Supermarket Type1,10729.37
NCI30,CHUKWUDI017,NCI30_CHUKWUDI017,20.25,Low Fat,0.059268885,Household,616.12,2014,,Cluster 2,Supermarket Type1,9237.98
NCF42,CHUKWUDI018,NCF42_CHUKWUDI018,17.35,Low Fat,0.16806490899999998,Household,440.68,2016,Medium,Cluster 3,Supermarket Type2,3076.0
DRF13,CHUKWUDI018,DRF13_CHUKWUDI018,12.1,Low Fat,0.029902678999999998,Soft Drinks,360.86,2016,Medium,Cluster 3,Supermarket Type2,2902.89
FDI26,CHUKWUDI035,FDI26_CHUKWUDI035,5.94,Low Fat,0.034880142999999995,Canned,444.84,2011,Small,Cluster 2,Supermarket Type1,11152.15
DRD49,CHUKWUDI017,DRD49_CHUKWUDI017,9.895,Low Fat,0.168780385,Soft Drinks,592.14,2014,,Cluster 2,Supermarket Type1,11917.82
NCN43,CHUKWUDI019,NCN43_CHUKWUDI019,,Low Fat,0.011835436000000001,Others,303.43,1992,Small,Cluster 1,Grocery Store,615.87
FDT04,CHUKWUDI010,FDT04_CHUKWUDI010,17.25,Low Fat,0.0,Frozen Foods,93.96,2005,,Cluster 3,Grocery Store,491.03
FDY57,CHUKWUDI046,FDY57_CHUKWUDI046,20.2,Normal Fat,0.121254236,Snack Foods,236.44,2004,Small,Cluster 1,Supermarket Type1,4554.07
FDQ21,CHUKWUDI046,FDQ21_CHUKWUDI046,21.25,Low Fat,0.019423232,Snack Foods,302.19,2004,Small,Cluster 1,Supermarket Type1,7876.41
FDQ14,CHUKWUDI010,FDQ14_CHUKWUDI010,9.27,Low Fat,0.10341925699999999,Dairy,370.26,2005,,Cluster 3,Grocery Store,374.51
FDQ15,CHUKWUDI013,FDQ15_CHUKWUDI013,20.35,Normal Fat,0.150947728,Meat,202.57,1994,High,Cluster 3,Supermarket Type1,4670.59
NCA41,CHUKWUDI046,NCA41_CHUKWUDI046,16.75,Low Fat,0.032586709,Health and Hygiene,479.79,2004,Small,Cluster 1,Supermarket Type1,10101.85
NCQ05,CHUKWUDI035,NCQ05_CHUKWUDI035,11.395,Ultra Low fat,0.021602001000000003,Health and Hygiene,372.93,2011,Small,Cluster 2,Supermarket Type1,6771.19
FDV19,CHUKWUDI017,FDV19_CHUKWUDI017,14.85,Normal Fat,0.035456465,Fruits and Vegetables,405.64,2014,,Cluster 2,Supermarket Type1,9226.32
FDP58,CHUKWUDI019,FDP58_CHUKWUDI019,,Low Fat,0.23661675399999998,Snack Foods,544.12,1992,Small,Cluster 1,Grocery Store,547.62
FDN44,CHUKWUDI027,FDN44_CHUKWUDI027,,Low Fat,0.022685222,Fruits and Vegetables,403.98,1992,Medium,Cluster 3,Supermarket Type3,10785.96
NCK54,CHUKWUDI013,NCK54_CHUKWUDI013,12.15,Low Fat,0.0,Household,294.04,1994,High,Cluster 3,Supermarket Type1,3786.74
NCC18,CHUKWUDI018,NCC18_CHUKWUDI018,19.1,Low Fat,0.177992139,Household,432.86,2016,Medium,Cluster 3,Supermarket Type2,7328.79
FDH41,CHUKWUDI045,FDH41_CHUKWUDI045,9.0,Low Fat,0.082177842,Frozen Foods,535.38,2009,,Cluster 2,Supermarket Type1,4301.07
FDR35,CHUKWUDI049,FDR35_CHUKWUDI049,12.5,Low Fat,0.020729901999999998,Breads,493.19,2006,Medium,Cluster 1,Supermarket Type1,9456.02
DRH37,CHUKWUDI035,DRH37_CHUKWUDI035,17.6,Low Fat,0.041608488,Soft Drinks,413.63,2011,Small,Cluster 2,Supermarket Type1,4111.32
FDH50,CHUKWUDI045,FDH50_CHUKWUDI045,15.0,Normal Fat,0.161762835,Canned,464.82,2009,,Cluster 2,Supermarket Type1,6454.93
FDH32,CHUKWUDI046,FDH32_CHUKWUDI046,12.8,Low Fat,0.076060037,Fruits and Vegetables,237.85,2004,Small,Cluster 1,Supermarket Type1,2172.17
DRG51,CHUKWUDI045,DRG51_CHUKWUDI045,12.1,Low Fat,0.011563024,Dairy,412.38,2009,,Cluster 2,Supermarket Type1,5755.84
FDB58,CHUKWUDI019,FDB58_CHUKWUDI019,,Normal Fat,0.02363057,Snack Foods,354.29,1992,Small,Cluster 1,Grocery Store,1063.62
NCD31,CHUKWUDI049,NCD31_CHUKWUDI049,12.1,Low Fat,0.01545846,Household,415.13,2006,Medium,Cluster 1,Supermarket Type1,9044.89
FDJ02,CHUKWUDI017,FDJ02_CHUKWUDI017,17.2,Normal Fat,0.025309134,Canned,367.6,2014,,Cluster 2,Supermarket Type1,5885.67
DRP35,CHUKWUDI035,DRP35_CHUKWUDI035,18.85,Low Fat,0.090850115,Hard Drinks,316.58,2011,Small,Cluster 2,Supermarket Type1,2876.26
DRL11,CHUKWUDI027,DRL11_CHUKWUDI027,,Low Fat,0.04778563,Hard Drinks,391.49,1992,Medium,Cluster 3,Supermarket Type3,9467.68
FDK09,CHUKWUDI019,FDK09_CHUKWUDI019,,Low Fat,0.160665697,Snack Foods,568.84,1992,Small,Cluster 1,Grocery Store,2290.35
FDH10,CHUKWUDI035,FDH10_CHUKWUDI035,21.0,Low Fat,0.049295686,Snack Foods,486.12,2011,Small,Cluster 2,Supermarket Type1,2421.85
FDP59,CHUKWUDI010,FDP59_CHUKWUDI010,20.85,Normal Fat,0.094512029,Breads,261.41,2005,,Cluster 3,Grocery Store,519.32
FDF12,CHUKWUDI013,FDF12_CHUKWUDI013,8.235,Low Fat,0.08235926,Baking Goods,369.02,1994,High,Cluster 3,Supermarket Type1,7759.9
FDD26,CHUKWUDI035,FDD26_CHUKWUDI035,8.71,Normal Fat,0.072141818,Canned,458.48,2011,Small,Cluster 2,Supermarket Type1,6940.97
FDY59,CHUKWUDI046,FDY59_CHUKWUDI046,8.195,Low Fat,0.031403441000000004,Baking Goods,234.62,2004,Small,Cluster 1,Supermarket Type1,1619.56
FDT58,CHUKWUDI010,FDT58_CHUKWUDI010,9.0,Low Fat,0.143870574,Snack Foods,423.7,2005,,Cluster 3,Grocery Store,1258.36
NCQ05,CHUKWUDI013,NCQ05_CHUKWUDI013,11.395,Ultra Low fat,0.0,Health and Hygiene,379.18,1994,High,Cluster 3,Supermarket Type1,8652.07
NCN19,CHUKWUDI019,NCN19_CHUKWUDI019,,Low Fat,0.021184746,Others,473.88,1992,Small,Cluster 1,Grocery Store,948.77
FDL14,CHUKWUDI035,FDL14_CHUKWUDI035,8.115,Normal Fat,0.032152786,Canned,393.49,2011,Small,Cluster 2,Supermarket Type1,4673.92
FDV59,CHUKWUDI035,FDV59_CHUKWUDI035,13.35,Low Fat,0.048017962000000004,Breads,549.04,2011,Small,Cluster 2,Supermarket Type1,8708.66
FDH35,CHUKWUDI049,FDH35_CHUKWUDI049,18.25,Low Fat,0.060342304000000006,Starchy Foods,414.88,2006,Medium,Cluster 1,Supermarket Type1,4111.32
NCQ41,CHUKWUDI027,NCQ41_CHUKWUDI027,,Low Fat,0.019386056999999998,Health and Hygiene,486.45,1992,Medium,Cluster 3,Supermarket Type3,8778.57
FDN34,CHUKWUDI035,FDN34_CHUKWUDI035,15.6,Normal Fat,0.04575559,Snack Foods,417.78,2011,Small,Cluster 2,Supermarket Type1,7187.31
DRF03,CHUKWUDI010,DRF03_CHUKWUDI010,19.1,Low Fat,0.075836522,Dairy,100.53,2005,,Cluster 3,Grocery Store,203.07
NCU30,CHUKWUDI045,NCU30_CHUKWUDI045,5.11,Low Fat,0.034945416,Household,402.8,2009,,Cluster 2,Supermarket Type1,6524.84
FDX35,CHUKWUDI017,FDX35_CHUKWUDI017,5.035,Normal Fat,0.080362549,Breads,572.51,2014,,Cluster 2,Supermarket Type1,10815.92
FDW60,CHUKWUDI027,FDW60_CHUKWUDI027,,Normal Fat,0.016979326,Baking Goods,442.59,1992,Medium,Cluster 3,Supermarket Type3,8380.76
FDU20,CHUKWUDI013,FDU20_CHUKWUDI013,19.35,Normal Fat,0.021439694,Fruits and Vegetables,299.27,1994,High,Cluster 3,Supermarket Type1,3314.02
NCX17,CHUKWUDI017,NCX17_CHUKWUDI017,21.25,Low Fat,0.114246019,Health and Hygiene,578.08,2014,,Cluster 2,Supermarket Type1,7573.48
NCB43,CHUKWUDI018,NCB43_CHUKWUDI018,20.2,Low Fat,0.10031931699999999,Household,471.72,2016,Medium,Cluster 3,Supermarket Type2,8419.04
FDX31,CHUKWUDI017,FDX31_CHUKWUDI017,20.35,Normal Fat,0.014909465,Fruits and Vegetables,580.99,2014,,Cluster 2,Supermarket Type1,15190.23
DRI03,CHUKWUDI035,DRI03_CHUKWUDI035,6.03,Low Fat,0.0226994,Dairy,441.01,2011,Small,Cluster 2,Supermarket Type1,10626.17
FDT13,CHUKWUDI046,FDT13_CHUKWUDI046,14.85,Low Fat,0.018571641,Canned,468.3,2004,Small,Cluster 1,Supermarket Type1,10834.23
NCS38,CHUKWUDI018,NCS38_CHUKWUDI018,8.6,Low Fat,0.090558833,Household,281.54,2016,Medium,Cluster 3,Supermarket Type2,7729.94
NCB06,CHUKWUDI013,NCB06_CHUKWUDI013,17.6,Low Fat,0.08226356,Health and Hygiene,401.23,1994,High,Cluster 3,Supermarket Type1,3195.84
NCF30,CHUKWUDI049,NCF30_CHUKWUDI049,17.0,Low Fat,0.126440335,Household,313.09,2006,Medium,Cluster 1,Supermarket Type1,3460.5
FDZ27,CHUKWUDI013,FDZ27_CHUKWUDI013,7.935,Ultra Low fat,0.017141985,Dairy,125.09,1994,High,Cluster 3,Supermarket Type1,374.51
FDQ25,CHUKWUDI027,FDQ25_CHUKWUDI027,,Normal Fat,0.028139761,Canned,434.36,1992,Medium,Cluster 3,Supermarket Type3,9053.22
FDF16,CHUKWUDI010,FDF16_CHUKWUDI010,7.3,Low Fat,0.144167934,Frozen Foods,365.77,2005,,Cluster 3,Grocery Store,2217.11
FDV51,CHUKWUDI018,FDV51_CHUKWUDI018,16.35,Low Fat,0.032671446,Meat,413.71,2016,Medium,Cluster 3,Supermarket Type2,3730.14
FDK41,CHUKWUDI013,FDK41_CHUKWUDI013,14.3,Low Fat,0.127435585,Frozen Foods,217.06,1994,High,Cluster 3,Supermarket Type1,2130.56
FDC45,CHUKWUDI035,FDC45_CHUKWUDI035,17.0,Low Fat,0.135707553,Fruits and Vegetables,431.28,2011,Small,Cluster 2,Supermarket Type1,5133.32
FDY10,CHUKWUDI046,FDY10_CHUKWUDI046,17.6,Low Fat,0.049067877,Snack Foods,289.04,2004,Small,Cluster 1,Supermarket Type1,6298.47
FDG33,CHUKWUDI046,FDG33_CHUKWUDI046,5.365,Normal Fat,0.14024028,Seafood,427.69,2004,Small,Cluster 1,Supermarket Type1,8159.38
FDE04,CHUKWUDI018,FDE04_CHUKWUDI018,19.75,Normal Fat,0.018096488,Frozen Foods,448.92,2016,Medium,Cluster 3,Supermarket Type2,6741.23
FDJ60,CHUKWUDI013,FDJ60_CHUKWUDI013,19.35,Normal Fat,0.062476391,Baking Goods,411.3,1994,High,Cluster 3,Supermarket Type1,4127.96
FDX32,CHUKWUDI017,FDX32_CHUKWUDI017,15.1,Normal Fat,0.100423086,Fruits and Vegetables,361.95,2014,,Cluster 2,Supermarket Type1,6501.54
FDQ12,CHUKWUDI035,FDQ12_CHUKWUDI035,12.65,Low Fat,0.035404052000000005,Baking Goods,576.5,2011,Small,Cluster 2,Supermarket Type1,5168.27
FDS46,CHUKWUDI018,FDS46_CHUKWUDI018,17.6,Normal Fat,0.047449835,Snack Foods,295.45,2016,Medium,Cluster 3,Supermarket Type2,6554.8
FDR23,CHUKWUDI018,FDR23_CHUKWUDI018,15.85,Low Fat,0.082120687,Breads,443.59,2016,Medium,Cluster 3,Supermarket Type2,14114.96
FDQ45,CHUKWUDI035,FDQ45_CHUKWUDI035,9.5,Normal Fat,0.010914988,Snack Foods,459.65,2011,Small,Cluster 2,Supermarket Type1,6431.63
FDY26,CHUKWUDI027,FDY26_CHUKWUDI027,,Normal Fat,0.030362777,Dairy,526.31,1992,Medium,Cluster 3,Supermarket Type3,16937.95
FDK50,CHUKWUDI035,FDK50_CHUKWUDI035,7.96,Low Fat,0.028357839,Canned,408.22,2011,Small,Cluster 2,Supermarket Type1,11325.26
FDD57,CHUKWUDI010,FDD57_CHUKWUDI010,18.1,Low Fat,0.037492325,Fruits and Vegetables,238.77,2005,,Cluster 3,Grocery Store,238.02
FDN01,CHUKWUDI027,FDN01_CHUKWUDI027,,Low Fat,0.07204818,Breakfast,444.84,1992,Medium,Cluster 3,Supermarket Type3,17202.61
DRH37,CHUKWUDI013,DRH37_CHUKWUDI013,17.6,Low Fat,0.041581725,Soft Drinks,408.38,1994,High,Cluster 3,Supermarket Type1,8633.76
FDU36,CHUKWUDI046,FDU36_CHUKWUDI046,6.15,Low Fat,0.04627095,Baking Goods,248.35,2004,Small,Cluster 1,Supermarket Type1,5912.3
FDA36,CHUKWUDI019,FDA36_CHUKWUDI019,,Low Fat,0.009921107,Baking Goods,459.23,1992,Small,Cluster 1,Grocery Store,1388.19
DRQ35,CHUKWUDI017,DRQ35_CHUKWUDI017,9.3,Low Fat,0.042530668,Hard Drinks,313.85,2014,,Cluster 2,Supermarket Type1,7120.73
FDQ58,CHUKWUDI045,FDQ58_CHUKWUDI045,7.315,Low Fat,0.015332871999999999,Snack Foods,385.09,2009,,Cluster 2,Supermarket Type1,1531.34
DRM23,CHUKWUDI049,DRM23_CHUKWUDI049,16.6,Low Fat,0.135944247,Hard Drinks,430.11,2006,Medium,Cluster 1,Supermarket Type1,6466.58
FDH17,CHUKWUDI049,FDH17_CHUKWUDI049,16.2,Normal Fat,0.016679232,Frozen Foods,240.93,2006,Medium,Cluster 1,Supermarket Type1,6851.08
FDC39,CHUKWUDI018,FDC39_CHUKWUDI018,7.405,Low Fat,0.159843921,Dairy,516.57,2016,Medium,Cluster 3,Supermarket Type2,7789.86
FDX16,CHUKWUDI013,FDX16_CHUKWUDI013,17.85,Low Fat,0.06575528,Frozen Foods,378.76,1994,High,Cluster 3,Supermarket Type1,6366.71
FDT19,CHUKWUDI018,FDT19_CHUKWUDI018,7.59,Normal Fat,0.145631695,Fruits and Vegetables,432.02,2016,Medium,Cluster 3,Supermarket Type2,5626.01
FDY04,CHUKWUDI035,FDY04_CHUKWUDI035,17.7,Normal Fat,0.042468412999999997,Frozen Foods,406.05,2011,Small,Cluster 2,Supermarket Type1,3670.22
FDG09,CHUKWUDI027,FDG09_CHUKWUDI027,,Normal Fat,0.04770415099999999,Fruits and Vegetables,468.14,1992,Medium,Cluster 3,Supermarket Type3,11265.34
FDR11,CHUKWUDI035,FDR11_CHUKWUDI035,10.5,Normal Fat,0.142511272,Breads,396.89,2011,Small,Cluster 2,Supermarket Type1,5616.02
FDA46,CHUKWUDI035,FDA46_CHUKWUDI035,13.6,Low Fat,0.117613212,Snack Foods,485.53,2011,Small,Cluster 2,Supermarket Type1,6318.44
DRG13,CHUKWUDI035,DRG13_CHUKWUDI035,17.25,Low Fat,0.03717912,Soft Drinks,406.38,2011,Small,Cluster 2,Supermarket Type1,14800.73
FDI20,CHUKWUDI045,FDI20_CHUKWUDI045,19.1,Low Fat,0.038641968,Fruits and Vegetables,530.4,2009,,Cluster 2,Supermarket Type1,14774.1
FDX07,CHUKWUDI035,FDX07_CHUKWUDI035,19.2,Normal Fat,0.022914478,Fruits and Vegetables,452.99,2011,Small,Cluster 2,Supermarket Type1,5950.59
NCQ06,CHUKWUDI027,NCQ06_CHUKWUDI027,,Low Fat,0.041621987,Household,634.0,1992,Medium,Cluster 3,Supermarket Type3,16575.09
FDZ12,CHUKWUDI013,FDZ12_CHUKWUDI013,9.17,Low Fat,0.10289312099999999,Baking Goods,354.87,1994,High,Cluster 3,Supermarket Type1,10020.29
FDR47,CHUKWUDI027,FDR47_CHUKWUDI027,,Low Fat,0.087045086,Breads,491.95,1992,Medium,Cluster 3,Supermarket Type3,15606.35
FDE45,CHUKWUDI035,FDE45_CHUKWUDI035,12.1,Low Fat,0.0,Fruits and Vegetables,443.25,2011,Small,Cluster 2,Supermarket Type1,7611.76
NCH54,CHUKWUDI035,NCH54_CHUKWUDI035,13.5,Low Fat,0.072655379,Household,394.48,2011,Small,Cluster 2,Supermarket Type1,9987.0
FDQ34,CHUKWUDI046,FDQ34_CHUKWUDI046,10.85,Low Fat,0.162242617,Snack Foods,269.66,2004,Small,Cluster 1,Supermarket Type1,2646.56
DRI01,CHUKWUDI010,DRI01_CHUKWUDI010,7.97,Low Fat,0.057667172999999995,Soft Drinks,430.36,2005,,Cluster 3,Grocery Store,1293.32
DRG13,CHUKWUDI013,DRG13_CHUKWUDI013,17.25,Low Fat,0.037155206,Soft Drinks,416.13,1994,High,Cluster 3,Supermarket Type1,9456.02
NCN30,CHUKWUDI013,NCN30_CHUKWUDI013,16.35,Low Fat,0.016979063,Household,243.6,1994,High,Cluster 3,Supermarket Type1,1930.82
FDC57,CHUKWUDI019,FDC57_CHUKWUDI019,,Normal Fat,0.09558797599999999,Fruits and Vegetables,484.96,1992,Small,Cluster 1,Grocery Store,1448.12
FDR28,CHUKWUDI017,FDR28_CHUKWUDI017,13.85,Normal Fat,0.026042966,Frozen Foods,403.05,2014,,Cluster 2,Supermarket Type1,4485.83
NCN06,CHUKWUDI010,NCN06_CHUKWUDI010,8.39,Low Fat,0.20168772,Household,407.22,2005,,Cluster 3,Grocery Store,818.93
FDZ47,CHUKWUDI046,FDZ47_CHUKWUDI046,20.7,Normal Fat,0.07929647,Baking Goods,243.01,2004,Small,Cluster 1,Supermarket Type1,4216.18
NCR53,CHUKWUDI049,NCR53_CHUKWUDI049,12.15,Low Fat,0.14526636,Health and Hygiene,560.1,2006,Medium,Cluster 1,Supermarket Type1,8439.02
FDX55,CHUKWUDI045,FDX55_CHUKWUDI045,15.1,Low Fat,0.0,Fruits and Vegetables,541.04,2009,,Cluster 2,Supermarket Type1,7075.79
FDQ34,CHUKWUDI013,FDQ34_CHUKWUDI013,10.85,Low Fat,0.16210760300000002,Snack Foods,265.91,1994,High,Cluster 3,Supermarket Type1,5293.11
FDZ09,CHUKWUDI017,FDZ09_CHUKWUDI017,17.6,Low Fat,0.105472205,Snack Foods,414.22,2014,,Cluster 2,Supermarket Type1,7779.87
FDJ34,CHUKWUDI049,FDJ34_CHUKWUDI049,11.8,Normal Fat,0.093801337,Snack Foods,315.18,2006,Medium,Cluster 1,Supermarket Type1,3129.26
FDV21,CHUKWUDI035,FDV21_CHUKWUDI035,11.5,Low Fat,0.171050595,Snack Foods,315.93,2011,Small,Cluster 2,Supermarket Type1,9700.71
FDR48,CHUKWUDI045,FDR48_CHUKWUDI045,11.65,Low Fat,0.13177092199999998,Baking Goods,377.76,2009,,Cluster 2,Supermarket Type1,3795.06
FDT07,CHUKWUDI017,FDT07_CHUKWUDI017,5.82,Normal Fat,0.077756427,Fruits and Vegetables,636.33,2014,,Cluster 2,Supermarket Type1,3204.16
FDS10,CHUKWUDI017,FDS10_CHUKWUDI017,19.2,Low Fat,0.035384612,Snack Foods,450.83,2014,,Cluster 2,Supermarket Type1,8570.51
FDE11,CHUKWUDI018,FDE11_CHUKWUDI018,17.7,Normal Fat,0.135646297,Starchy Foods,465.23,2016,Medium,Cluster 3,Supermarket Type2,8791.89
FDM36,CHUKWUDI017,FDM36_CHUKWUDI017,11.65,Normal Fat,0.059063036,Baking Goods,430.11,2014,,Cluster 2,Supermarket Type1,3448.84
FDQ11,CHUKWUDI019,FDQ11_CHUKWUDI019,,Normal Fat,0.118535581,Breads,641.0,1992,Small,Cluster 1,Grocery Store,642.5
FDX51,CHUKWUDI035,FDX51_CHUKWUDI035,9.5,Normal Fat,0.022054552999999998,Meat,488.61,2011,Small,Cluster 2,Supermarket Type1,11255.35
DRF13,CHUKWUDI013,DRF13_CHUKWUDI013,12.1,Low Fat,0.0,Soft Drinks,362.86,1994,High,Cluster 3,Supermarket Type1,8345.8
FDB60,CHUKWUDI017,FDB60_CHUKWUDI017,9.3,Low Fat,0.028683422000000004,Baking Goods,489.53,2014,,Cluster 2,Supermarket Type1,9234.65
FDL34,CHUKWUDI017,FDL34_CHUKWUDI017,16.0,Low Fat,0.041177505,Snack Foods,355.87,2014,,Cluster 2,Supermarket Type1,8116.1
FDU28,CHUKWUDI019,FDU28_CHUKWUDI019,,Normal Fat,0.164438907,Frozen Foods,471.05,1992,Small,Cluster 1,Grocery Store,942.11
FDE28,CHUKWUDI019,FDE28_CHUKWUDI019,,Normal Fat,0.23207267399999998,Frozen Foods,573.67,1992,Small,Cluster 1,Grocery Store,1151.83
DRF01,CHUKWUDI046,DRF01_CHUKWUDI046,5.655,Low Fat,0.0,Soft Drinks,368.78,2004,Small,Cluster 1,Supermarket Type1,2916.2
NCU41,CHUKWUDI035,NCU41_CHUKWUDI035,18.85,Low Fat,0.052044976,Health and Hygiene,480.46,2011,Small,Cluster 2,Supermarket Type1,8121.1
NCU54,CHUKWUDI045,NCU54_CHUKWUDI045,8.88,Ultra Low fat,0.098822387,Household,524.07,2009,,Cluster 2,Supermarket Type1,4718.86
FDJ03,CHUKWUDI010,FDJ03_CHUKWUDI010,12.35,Normal Fat,0.121174241,Dairy,119.67,2005,,Cluster 3,Grocery Store,123.17
FDZ48,CHUKWUDI046,FDZ48_CHUKWUDI046,17.75,Low Fat,0.075959623,Baking Goods,281.14,2004,Small,Cluster 1,Supermarket Type1,6151.99
FDS32,CHUKWUDI017,FDS32_CHUKWUDI017,17.75,Normal Fat,0.029821648,Fruits and Vegetables,349.96,2014,,Cluster 2,Supermarket Type1,2809.68
FDL09,CHUKWUDI013,FDL09_CHUKWUDI013,19.6,Normal Fat,0.127929521,Snack Foods,418.7,1994,High,Cluster 3,Supermarket Type1,9227.99
FDF16,CHUKWUDI019,FDF16_CHUKWUDI019,,Low Fat,0.150806666,Frozen Foods,372.52,1992,Small,Cluster 1,Grocery Store,739.04
DRA12,CHUKWUDI035,DRA12_CHUKWUDI035,11.6,Ultra Low fat,0.0,Soft Drinks,354.79,2011,Small,Cluster 2,Supermarket Type1,2481.77
NCF42,CHUKWUDI035,NCF42_CHUKWUDI035,17.35,Low Fat,0.167351411,Household,440.18,2011,Small,Cluster 2,Supermarket Type1,5273.14
FDG21,CHUKWUDI046,FDG21_CHUKWUDI046,17.35,Normal Fat,0.14629990199999998,Seafood,376.01,2004,Small,Cluster 1,Supermarket Type1,9737.33
FDT09,CHUKWUDI035,FDT09_CHUKWUDI035,15.15,Normal Fat,0.012260981,Snack Foods,329.32,2011,Small,Cluster 2,Supermarket Type1,2966.14
FDL39,CHUKWUDI017,FDL39_CHUKWUDI017,16.1,Normal Fat,0.063689583,Dairy,454.83,2014,,Cluster 2,Supermarket Type1,14885.62
FDR33,CHUKWUDI046,FDR33_CHUKWUDI046,7.31,Low Fat,0.026788937000000002,Snack Foods,275.89,2004,Small,Cluster 1,Supermarket Type1,7964.63
FDB46,CHUKWUDI035,FDB46_CHUKWUDI035,10.5,Normal Fat,0.093746136,Snack Foods,529.81,2011,Small,Cluster 2,Supermarket Type1,12174.15
FDT03,CHUKWUDI017,FDT03_CHUKWUDI017,21.25,Low Fat,0.01005532,Meat,457.9,2014,,Cluster 2,Supermarket Type1,6891.03
FDV26,CHUKWUDI018,FDV26_CHUKWUDI018,20.25,Normal Fat,0.076470697,Dairy,490.45,2016,Medium,Cluster 3,Supermarket Type2,6827.78
DRF48,CHUKWUDI045,DRF48_CHUKWUDI045,5.73,Low Fat,0.05190652,Soft Drinks,470.47,2009,,Cluster 2,Supermarket Type1,3741.8
FDV19,CHUKWUDI046,FDV19_CHUKWUDI046,14.85,Normal Fat,0.035257037000000005,Fruits and Vegetables,403.14,2004,Small,Cluster 1,Supermarket Type1,10429.76
FDG04,CHUKWUDI035,FDG04_CHUKWUDI035,13.1,Low Fat,0.006061565,Frozen Foods,472.47,2011,Small,Cluster 2,Supermarket Type1,10757.66
FDS31,CHUKWUDI018,FDS31_CHUKWUDI018,13.1,Normal Fat,0.044372392999999996,Fruits and Vegetables,450.83,2016,Medium,Cluster 3,Supermarket Type2,7217.27
FDH10,CHUKWUDI049,FDH10_CHUKWUDI049,21.0,Low Fat,0.049381666,Snack Foods,482.62,2006,Medium,Cluster 1,Supermarket Type1,3874.96
NCJ29,CHUKWUDI013,NCJ29_CHUKWUDI013,10.6,Low Fat,0.035163639,Health and Hygiene,211.06,1994,High,Cluster 3,Supermarket Type1,2130.56
FDY46,CHUKWUDI017,FDY46_CHUKWUDI017,18.6,Low Fat,0.048160824000000005,Snack Foods,472.47,2014,,Cluster 2,Supermarket Type1,8886.77
FDH26,CHUKWUDI045,FDH26_CHUKWUDI045,19.25,Normal Fat,0.034770109,Canned,354.87,2009,,Cluster 2,Supermarket Type1,2470.12
FDT27,CHUKWUDI035,FDT27_CHUKWUDI035,11.395,Normal Fat,0.069574013,Meat,582.15,2011,Small,Cluster 2,Supermarket Type1,7030.85
FDG02,CHUKWUDI019,FDG02_CHUKWUDI019,,Low Fat,0.019716846,Canned,479.8,1992,Small,Cluster 1,Grocery Store,1428.14
NCH54,CHUKWUDI018,NCH54_CHUKWUDI018,13.5,Low Fat,0.07296514400000001,Household,401.73,2016,Medium,Cluster 3,Supermarket Type2,4793.76
FDI10,CHUKWUDI027,FDI10_CHUKWUDI027,,Normal Fat,0.07802465,Snack Foods,428.61,1992,Medium,Cluster 3,Supermarket Type3,8622.11
FDM27,CHUKWUDI027,FDM27_CHUKWUDI027,,Normal Fat,0.157701958,Meat,396.99,1992,Medium,Cluster 3,Supermarket Type3,13807.03
FDG46,CHUKWUDI019,FDG46_CHUKWUDI019,,Normal Fat,0.057620562,Snack Foods,288.63,1992,Small,Cluster 1,Grocery Store,284.63
FDM58,CHUKWUDI049,FDM58_CHUKWUDI049,16.85,Normal Fat,0.0,Snack Foods,275.14,2006,Medium,Cluster 1,Supermarket Type1,6431.63
NCZ54,CHUKWUDI019,NCZ54_CHUKWUDI019,,Low Fat,0.145951533,Household,402.39,1992,Small,Cluster 1,Grocery Store,406.14
FDV57,CHUKWUDI027,FDV57_CHUKWUDI027,,Normal Fat,0.06557744900000001,Snack Foods,454.42,1992,Medium,Cluster 3,Supermarket Type3,18426.02
FDC35,CHUKWUDI018,FDC35_CHUKWUDI018,7.435,Low Fat,0.12333808199999999,Starchy Foods,515.41,2016,Medium,Cluster 3,Supermarket Type2,4141.28
FDW34,CHUKWUDI019,FDW34_CHUKWUDI019,,Low Fat,0.062294472999999996,Snack Foods,606.04,1992,Small,Cluster 1,Grocery Store,1215.09
